study,Arm,Year,ind_clu,ICC_for_cRCT,Country,Single_multi,Age_mean,Age_sd,Age_n,F_n,Hyp_n,Insomnia diagnosis,Dx,Primary insomnia_n,Comorbidities,Comment,se,sd,cr,th,cw,sr,sc,re,pi,w,dt,ns,he,tg,ind,gp,ff,ae,treatment_component,treatment_group,treatment_binary,duration_weeks,n,r,remission,def_remission_response,scale used,Severity_bl_mean,Severity_bl_sd,Severity_bl_n,Severity_ch_mean,Severity_ch_sd,Severity_ch_n,Severity_ep_mean,Severity_ep_sd,Severity_ep_n,Severity_scale,r_imputed,dropout,SE_mean,SE_sd,SE_n,TST_mean,TST_sd,TST_n,SOL_mean,SOL_sd,SOL_n,WASO_mean,WASO_sd,WASO_n,r_long,remission_long,r_long_scale_used,Severity_mean_long,Severity_sd_long,Severity_n_long,Severity_ch_mean_long,Severity_ch_sd_long,Severity_ch_n_long,r_imputed_long,r_imputed_long_scale_used,r_weeks_long,DropOutRate,Overall
Ritterband2017,Patient education,2017,individual,*,USA,multi,42.81,11.86,152,115,69,3. others,3,*,1. primary_secondary_mixed,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,se+dt,PE,control,9,152,16,16,ISI<8,ISI,17.8,4.05,152,*,*,*,14.68,5.48,142,ISI,13,10,77.17,14.49,134,367.8,81.6,134,41.06,36.68,134,67.13,49.12,134,35,35,ISI,11.51,5.84,128,*,*,*,32,ISI,48,9.2,L
Robabeh2015,CBT,2015,individual,*,Iran,single,43.5,8.3,11,0,0,1. formal_DSM,1,0,2. psy_substance_dependence,,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+cr+sr+sc+dt+ns+ind+ff,CBT,active,8,11,7,*,*,*,11.45,2.5,11,*,*,*,3.63,5,11,PSQI,7,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Robabeh2015,BPT,2015,individual,*,Iran,single,44.7,7.8,11,0,0,1. formal_DSM,1,0,2. psy_substance_dependence,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,8,11,3,*,*,*,12.45,2.9,11,*,*,*,9,5,11,PSQI,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,0,S
Roscoe2015-1,CBTI+placebo,2015,individual,*,USA,multi,59,9.9,24,21,0,3. others,3,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,7,24,12,*,*,*,15.2,4.6,24,*,*,*,5.61,4.9,18,ISI,12,6,*,*,*,405.45,71.87033324,18,15.47,11.92182033,18,9.3,10.01263202,18,12,*,*,4.5,4.9,16,*,*,*,12,ISI,21,28.6,H
Roscoe2015-1,placebo,2015,individual,*,USA,multi,52,11.5,25,18,0,3. others,3,0,3. phy_cancer,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+ns+ind+ff,PE,control,7,25,5,*,*,*,14.7,5.3,25,*,*,*,10.47,4.9,17,ISI,5,8,*,*,*,445.81,19.8,17,30.36,5.16,17,22.47,4.22,17,5,*,*,10.5,4.9,19,*,*,*,5,ISI,21,28.6,H
Roscoe2015-2,armodafil,2015,individual,*,USA,multi,57,7.4,24,23,0,3. others,3,0,3. phy_cancer,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+ns+ind+ff,PE,control,7,24,3,*,*,*,14.7,4.4,24,*,*,*,12.17,4.9,15,ISI,3,9,*,*,*,377.98,19.56,15,37.11,5.08,15,34.41,8.66,15,2,*,*,12.2,4.9,14,*,*,*,2,ISI,21,31.9,H
Roscoe2015-2,CBTI+armodafil,2015,individual,*,USA,multi,56,10.2,23,22,0,3. others,3,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,7,23,14,*,*,*,15.1,5.4,23,*,*,*,3.35,4.9,17,ISI,14,6,*,*,*,430.75,66.2583074,17,13.52,11.70961998,17,5.83,7.132972732,17,13,*,*,3,4.9,16,*,*,*,13,ISI,21,31.9,H
Rosen2000,M+G,2000,individual,*,USA,multi,48.61428571,12.04285714,21,13,0,1. formal_ICSD,1,21,0. primary_insomnia,,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,sd+re+dt+ns+gp+ff,RT,active,4,27,11,*,*,*,51.42857143,36,21,*,*,*,28.28571429,27.28571429,21,WASO,11,6,84.68571429,6,21,395.2857143,45.57142857,21,20.57142857,15.14285714,21,28.28571429,27.28571429,21,*,*,*,*,*,*,*,*,*,*,*,*,22,H
Rosen2000,Education control,2000,individual,*,USA,multi,46.8,8.3,11,8,0,1. formal_ICSD,1,11,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,sd+dt+ns+gp+ff,PE,control,4,14,3,*,*,*,62,64,11,-5,38,11,60,43,11,WASO,3,3,80.3,10,11,370,53,11,20,19,11,60,43,11,*,*,*,*,*,*,*,*,*,*,*,*,22,H
Rybarczyk2005,CBT,2005,cluster,0.05,USA,multi,70.1,9.1,46,28,14,3. others,3,0,3. phy_mixed,"OA, CAD, or COPD",1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,8,40,2.608695652,*,*,*,21.7,5,38.26086957,*,*,*,14.9,5.2,38.26086957,ISI,3,1.739130435,85.2,7.8,40,371.7,59.7,40,21.8,20.3,40,22,17.8,40,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Rybarczyk2005,SMW,2005,cluster,0.05,USA,multi,67.7,7.9,46,34,12,3. others,3,0,3. phy_mixed,"OA, CAD, or COPD",0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,sd+th+w+dt+ns+gp+ff,CT,active,8,40,0,*,*,*,21.3,5.2,38.26086957,*,*,*,19.9,5.5,38.26086957,ISI,0,1.739130435,76,13,40,371.2,66.5,40,33.1,27.3,40,48.5,38.7,40,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Sadler2018,CBT-I,2018,individual,*,Australia,single,74.7,7.1,24,15,3,1. formal_DSM,1,0,2. psy_MDD,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+re+dt+ns+gp+ff,CBT,active,8,24,7,*,*,*,17,4.898979486,24,*,*,*,10.21,4.996959075,24,ISI,7,1,77.56,14.00382805,23,429.7,96.39621362,23,25.78,33.23511246,23,41.57,60.42747719,23,7,*,*,9.54,4.87803239,22,,*,*,7,ISI,20,4.3,L
Sadler2018,PCG,2018,individual,*,Australia,single,72.3,7.6,23,12,2,1. formal_DSM,1,0,2. psy_MDD,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,se+sd+dt+ns+gp+ff,PE,control,8,23,1,*,*,*,16.8,4.795831523,23,*,*,*,15.19,4.924936548,22,ISI,1,1,66.88,13.97743896,22,402.2,96.62256465,22,55.11,33.20814358,22,76.49,60.5063633,22,1,*,*,15.91,4.857530237,21,*,*,*,1,ISI,20,4.3,L
Sandlund2017,Intervention,2017,individual,*,Sweden,multi,55,17.1,90,64,65,3. others,3,*,1. primary_secondary_mixed,,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,se+sd+cr+cw+sr+sc+re+pi+dt+ns+gp+ff,CBT,active,10,90,51,51,ISI<12,ISI,18.41,4.4,82,*,*,*,10.74,4.4,82,ISI,19,18,81.3,11.8,82,384.21,56.2,82,39.45,27.1,82,55.54,57.5,82,*,*,*,*,*,*,*,*,*,*,*,*,20,S
Sandlund2017,Control,2017,individual,*,Sweden,multi,54,14.7,75,56,50,3. others,3,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,10,75,10,10,ISI<12,ISI,17.01,4.4,71,*,*,*,16.55,5.1,71,ISI,3,15,74.1,11.3,71,360.81,60.1,71,56.98,38.6,71,76.85,49.1,71,*,*,*,*,*,*,*,*,*,*,*,*,20,S
Sato2019,UC,2019,individual,*,Japan,multi,50.5,8.8,12,9,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,se+sd+w+dt+ns,WL,control,6,12,0,0,PSQI<5.5,PSQI,13.9,4,12,*,*,*,14.3,3.5,12,PSQI,0,1,68.92,11.1,12,349.2,67.4,12,46.34,25.2,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Sato2019,ICBT+UC,2019,individual,*,Japan,multi,49.4,13.8,11,9,*,1. formal_DSM,1,*,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he,CBT,active,6,11,4,4,PSQI<5.5,PSQI,13.5,2.7,11,*,*,*,7.39,3.5,11,PSQI,3,0,86.44,11.1,11,412.8,67.4,11,27.49,25.2,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4.3,S
Sato2022,WLC,2022,individual,*,Japan,single,51,10.4,103,41,0,2. informal_PSQI,2,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,w,WL,control,4,103,12,*,*,*,9.8,2.3,103,*,*,*,8.9,2.89,103,PSQI,12,12,87.2,11.1,103,324.22,67.4,103,33.82,25.2,103,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21.1,H
Sato2022,ICBT,2022,individual,*,Japan,single,49.8,11.1,79,32,0,2. informal_PSQI,2,*,1. primary_secondary_mixed,,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,sd+cr+sr+sc+ns,CBT,active,4,106,18,*,*,*,9.8,2.4,79,*,*,*,7.55,2.79,79,PSQI,18,32,87.95,11.1,79,356,67.4,79,22.49,25.2,79,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21.1,H
Savard2005,WL,2005,individual,*,Canada,multi,53.37,7.72,30,30,13,1. formal_DSM,1,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,8,30,3,3,ISI<8,ISI,16.13,4.610929693,30,*,*,*,13.7,5.058050148,30,ISI,3,1,74.45,10.67500087,30,387.1,62.4850836,30,35.97,40.29673102,30,96.78,42.22493798,30,*,*,*,*,*,*,*,*,*,*,*,*,8.6,H
Savard2005,CBT,2005,individual,*,Canada,multi,54.81,7.01,27,27,10,1. formal_DSM,1,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,se+sd+cr+sr+sc+dt+ns+gp+ff,CBT,active,8,28,16,16,ISI<8,ISI,16.15,5.037086532,27,*,*,*,7.57,5.249174386,27,ISI,13,4,84.42,10.86950252,27,379.19,63.38775736,27,17.94,47.24256948,27,51.66,43.45149909,27,*,*,*,*,*,*,*,*,*,*,*,*,8.6,H
Savard2014,PCBT-I,2014,Individual,*,Canada,single,52.6,8.9,81,81,17,2. informal_ISI,2,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+dt+ns+ind+ff,CBT,active,6,81,58,58,ISI<8,ISI,14,4.3,81,-8.2,*,81,5.9,4.9,81,ISI,51,11,89.7,11.1,81,430.2,67.4,81,15.3,25.2,81,19,33.7,81,56.7,57,ISI,6.1,4.9,81,*,*,*,50,ISI,48,12.6,H
Savard2014,VCBT-I,2014,Individual,*,Canada,single,55.3,8.7,80,80,17,2. informal_ISI,2,0,3. phy_cancer,,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,se+sd+cr+sr+sc+dt+ns+tg,CBT,active,6,80,35,35,ISI<8,ISI,14.5,4.4,80,-6.2,*,80,8.3,4.9,80,ISI,35,23,87.2,11.1,80,438.6,67.4,80,19.5,25.2,80,22.8,33.7,80,36,36,ISI,8.1,4.9,80,*,*,*,36,ISI,48,12.6,H
Savard2014,CTL,2014,Individual,*,Canada,single,55.4,8.8,81,81,15,2. informal_ISI,2,0,3. phy_cancer,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,sd+dt,PE,control,6,81,21,21,ISI<8,ISI,14.2,4.4,81,3,*,81,11.2,4.9,81,ISI,18,4,79.3,11.1,81,424.8,67.4,81,32.3,25.2,81,43.6,33.7,81,21.87,22,ISI,8.7,4.9,81,*,*,*,33,ISI,48,12.6,H
Schuffelen2023,dCBT-I,2023,individual,*,Germany,multi,44.27,14.25,118,82,49,1. formal_DSM,1,32,1. primary_secondary_mixed,,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns,CBT,active,8,118,48,48,ISI<8,ISI,17.63,3.9,118,*,*,*,8.56,5.09,106,ISI,44,12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.8,S
Schuffelen2023,Control,2023,individual,*,Germany,multi,43.2,13.57,120,79,44,1. formal_DSM,1,32,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,8,120,2,2,ISI<8,ISI,17.06,3.42,120,*,*,*,15.96,4.09,111,ISI,2,9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.8,S
Sgoifo2017,Exposed,2017,individual,*,Italy,*,*,*,*,*,*,1. formal_ICSD,1,0,3. phy_others,multiple sclerosis,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,th+re+dt+ns+gp+ff,CBT,active,8,24,3,*,*,*,18.3,5.5,24,*,*,*,13.4,5.3,24,ISI,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.1,S
Sgoifo2017,Control,2017,individual,*,Italy,*,*,*,*,*,*,1. formal_ICSD,1,0,3. phy_others,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,8,24,1,*,*,*,16.8,3.8,23,*,*,*,14.9,4.7,23,ISI,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2.1,S
Sheaves2018,STAC,2018,Individual,*,UK,single,40,12,20,0,7,2. informal_ISI,2,0,2. psy_mixed,,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+cr+sr+sc+dt+ns+ind+ff,CBT,active,2,20,8,8,ISI<8,ISI,17.1,6,20,,,,8.5,5.4,20,ISI,9,0,,,,,,,,,,,,,13,*,*,5.8,4.9,20,*,*,*,13,ISI,12,0,L
Sheaves2018,standard,2018,Individual,*,UK,single,40,14,20,0,6,2. informal_ISI,2,0,2. psy_mixed,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,dt+ns+ind+ff,TAU,control,2,20,4,4,ISI<8,ISI,16.1,4.9,20,,,,12.5,5.5,20,ISI,4,0,,,,,,,,,,,,,8,*,*,8.6,4.4,20,*,*,*,8,ISI,12,0,L
Shimamoto2022,Control,2022,individual,*,Japan,multi,45,10.7,34,11,3,2. informal_ISI,2,*,1. primary_secondary_mixed,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,w+dt,WL,control,4,56,18,*,*,*,11.6,*,56,*,*,*,9.7,4.9,56,ISI,18,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1.7,S
Shimamoto2022,SPA,2022,individual,*,Japan,multi,37.7,11.7,37,15,2,2. informal_ISI,2,*,1. primary_secondary_mixed,,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,se+sd+sr+sc+dt+ns+ae,BT,active,4,62,30,*,*,*,11.3,*,60,*,*,*,7.5,4.9,60,ISI,30,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1.7,S
Shin2023,CBT-I,2023,individual,*,South Korea,single,59.33,7.43,12,10,0,1. formal_ICSD,1,15,0. primary_insomnia,,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+ns+ind+ff,CBT,active,4,15,5,5,ISI<8,ISI,21.417,3.52,12,*,*,*,12.25,5.57,12,ISI,2,3,66.918,15.75,12,298.49,66.03,12,48.347,32.4,12,107.021,96.23,12,*,*,*,*,*,*,*,*,*,*,*,*,13.3,H
Shin2023,ACT,2023,individual,*,South Korea,single,60,8.81,14,8,0,1. formal_ICSD,1,15,0. primary_insomnia,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,se+sd+th+ns+ind+ff,CT,active,4,15,4,4,ISI<8,ISI,22.357,4.53,14,*,*,*,11.714,4.39,14,ISI,2,1,72,20.31,14,316.143,88.22,14,30.8,26.86,14,87.5,83.41,14,*,*,*,*,*,*,*,*,*,*,*,*,13.3,H
Short2021,BBTI,2021,individual,*,USA,multi,21,4.85,28,16,*,2. informal_ISI,2,0,2. psy_mixed,PTSD&cannabis use,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+sr+sc+ns+ind+ff,BT,active,4,28,9,*,*,*,16.86,4.04,28,*,*,*,5.31,4.7,13,ISI,9,15,87,19,5,346.8,159.6,5,17.79,29.19,5,4.39,3.03,5,8,*,*,5.7,4.19,12,*,*,*,8,ISI,*,53.6,H
Short2021,Control,2021,individual,*,USA,multi,20.39,2.79,28,11,*,2. informal_ISI,2,0,2. psy_mixed,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,sd+w,WL,control,4,28,4,*,*,*,16.07,4.49,28,*,*,*,11.31,6.47,13,ISI,4,15,83,3,4,408.6,61.8,4,23.31,13.12,4,23.31,13.12,4,4,*,*,9.73,6.11,11,*,*,*,4,ISI,*,53.6,H
Siebmnns2021,Control,2021,individual,*,Sweden,multi,72.58,10.37,24,10,10,1. formal_ICD,1,0,3. phy_others,,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,se+sd+w+dt+ns,WL,control,9,24,1,*,*,*,16.29,4.112,24,*,*,*,14.85,4.057,24,ISI,1,20,*,*,*,*,*,*,*,*,*,*,*,*,0,,,13.34,5.024,24,*,*,*,3,ISI,33,79.2,S
Siebmnns2021,Intervention,2021,individual,*,Sweden,multi,72.46,9.45,24,7,9,1. formal_ICD,1,0,3. phy_others,cardiovascular disease,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,se+sd+cr+sr+sc+re+dt+ns+he+tg,CBT,active,9,24,5,*,*,*,15.92,3.878,24,*,*,*,11.64,4.679,24,ISI,5,18,*,*,*,*,*,*,*,*,*,*,*,*,0,,,11.03,4.814,24,*,*,*,6,ISI,33,79.2,S
Siengsukon2020,CBTI,2020,individual,*,USA,single,51.1,7.9,10,9,5,2. informal_ISI,2,0,3. phy_others,multiple sclerosis,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+th+sr+sc+re+dt+ns+ind+ff,CBT,active,6,12,9,*,*,*,18.1,4,10,*,*,*,4.8,2.5,10,ISI,9,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15.8,S
Siengsukon2020,AC,2020,individual,*,USA,single,56.9,10.1,10,10,4,2. informal_ISI,2,0,3. phy_others,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,dt+ns+ind+ff,TAU,control,6,10,5,*,*,*,13.7,3.7,10,*,*,*,7.9,3.5,10,ISI,5,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15.8,S
Siengsukon2020,BE,2020,individual,*,USA,single,50.4,12.4,10,8,4,2. informal_ISI,2,0,3. phy_others,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+dt+ns+ind+ff,PE,control,1,11,2,*,*,*,17.1,2.7,10,*,*,*,10,2.9,10,ISI,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15.8,S
Siengsukon2021,wCBT-I,2021,individual,*,USA,multi,50.1,11.8,10,10,*,2. informal_ISI,2,0,3. phy_others,multiple sclerosis,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,se+sd+cr+th+sr+sc+re+dt+ns+ae,CBT,active,6,21,6,*,*,*,15.7,3.9,10,*,*,*,6.6,3.7,10,ISI,6,11,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,51.2,S
Siengsukon2021,wCBT-I+calls,2021,individual,*,USA,multi,53.8,6.9,10,9,*,2. informal_ISI,2,0,3. phy_others,,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,se+sd+cr+th+sr+sc+re+dt+ns+he+tg+ae,CBT,active,6,20,3,*,*,*,15.2,4.6,10,*,*,*,10.3,5.9,10,ISI,3,10,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,51.2,S
Simeit2004,C-group,2004,individual,*,Germany,single,57.6,10.9,78,59,*,1. formal_DSM,1,0,3. phy_cancer,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,re+dt+ns+gp+ff,RT,active,4,78,34,*,*,*,2.1,0.6,78,*,*,*,1.6,0.6,78,other_self_reported_scales,34,,65.3,16.1,78,332.3,80,78,51.4,41.7,78,*,*,*,43,*,*,1.4,0.7,78,*,*,*,43,other_self_reported_scales,40,0,H
Simeit2004,PMR,2004,individual,*,Germany,single,60.2,9.2,80,56,*,1. formal_DSM,1,0,3. phy_cancer,,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,se+cr+sc+re+dt+ns+gp+ff,CBT,active,4,80,40,*,*,*,2.1,0.6,80,*,*,*,1.5,0.7,80,other_self_reported_scales,40,,68.6,13.9,80,340,75,80,44.1,38.4,80,*,*,*,49,*,*,1.3,0.7,80,*,*,*,49,other_self_reported_scales,40,0,H
Smith2015,BD,2015,individual,*,USA,single,59.6,9.1,50,41,0,1. formal_Edinger2004,1,0,3. phy_others,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,sd+ns+ind+ff,PE,control,8,50,13,*,*,*,17.18,5.14,50,*,*,*,11.68,6.92,47,ISI,13,3,83,10,48,404.41,76.69,48,25.69,20.42,48,35.81,27.38,48,9,*,*,12.3,6.54,40,*,*,*,9,ISI,32,8,S
Smith2015,CBT-I,2015,individual,*,USA,single,59.2,9.9,50,38,0,1. formal_Edinger2004,1,0,3. phy_others,knee osteoarthritis,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,se+sd+cr+sr+sc+ns+ind+ff,CBT,active,8,50,18,*,*,*,16.84,4.96,49,*,*,*,8.87,5.54,45,ISI,18,5,86,12,42,363.33,79.37,42,19.96,24.3,42,22.64,23.53,42,14,*,*,8.9,5.99,34,*,*,*,14,ISI,32,8,S
Smitherman2016,CBTi,2016,individual,*,USA,multi,29.6,13.4,16,15,*,1. formal_ICSD,1,0,3. phy_others,chronic migrane,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,se+sd+sr+sc+dt+ns+ind+ff,BT,active,8,16,11,*,*,*,11,3.4,16,*,*,*,9,3.2,16,ESS,11,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12.5,S
Smitherman2016,Control,2016,individual,*,USA,multi,32.1,12.8,15,13,*,1. formal_ICSD,1,0,3. phy_others,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,8,16,9,*,*,*,9.9,4.892,15,*,*,*,9.2,4.7,15,ESS,9,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12.5,S
Soeffing2008,Plcebo,2008,individual,*,USA,multi,64.82,6.5,27,18,*,1. formal_ICSD,1,*,1. primary_secondary_mixed,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,sd+dt+ns+ind+ff,PE,control,8,27,10,*,*,*,58.07,27.76,27,*,*,*,37.56,21.22,27,WASO,10,*,79.32,9.25,27,404.84,52.16,27,30.5,22.09,29,37.56,21.22,27,*,*,*,*,*,*,*,*,*,*,*,*,0,H
Soeffing2008,CBTI,2008,individual,*,USA,multi,63.5,8.7,20,12,*,1. formal_ICSD,1,*,1. primary_secondary_mixed,,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+sc+re+dt+ns+ind+ff,BT,active,8,20,11,*,*,*,71.55,84.94,20,*,*,*,26.92,18.68,20,WASO,11,*,86.8,7.37,20,408.08,50.22,20,19.85,15.37,20,26.92,18.68,20,*,*,*,*,*,*,*,*,*,*,*,*,0,H
Song2020,NonCBTI,2020,individual,*,South Korea,single,57,5.4,13,10,*,1. formal_ICSD,1,0,3. phy_others,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,se+sd+dt+ns+ind+ff,PE,control,1,26,0,*,*,*,17.2,2.1,13,*,*,*,16.9,2.4,13,ISI,0,13,66.5,12.1,13,295.4,51.6,13,68.9,43.9,13,72.8,48.2,13,0,*,*,14.9,3.2,13,*,*,*,0,ISI,30,37.5,H
Song2020,CBTI,2020,individual,*,South Korea,single,54.8,10.3,12,8,*,1. formal_ICSD,1,0,3. phy_others,restless legs syndrome,1,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,se+sd+cr+sr+sc+re+dt+ns+ind+ff,CBT,active,4,14,2,*,*,*,19.5,2.3,12,*,*,*,10.9,4.1,12,ISI,2,2,76.2,8.6,12,356.3,79.4,12,38.4,21.8,12,43.4,38.7,12,3,*,*,10.7,4.8,12,*,*,*,3,ISI,30,37.5,H
Speed2022,SOC,2022,individual,*,USA,single,45.6,14.1,11,0,*,2. informal_other_self_reported_scales,2,0,2. psy_substance_dependence,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,sd+ns+ind+gp+ff,PE,control,8,11,1,1,ISI>=8,ISI,17.3,5.9,11,*,*,*,*,*,,,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57.1,H
Speed2022,gCBT-I,2022,individual,*,USA,single,35.1,10,10,0,*,2. informal_other_self_reported_scales,2,0,2. psy_substance_dependence,,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,se+sd+cr+sr+sc+ns+gp+ff,CBT,active,8,10,4,4,ISI>=8,ISI,16.7,5.3,10,*,*,*,*,*,,,*,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,57.1,H
Store2022,Waitlist,2022,individual,*,Sweden,multi,47.77,12.6,22,16,7,1. formal_DSM,1,22,0. primary_insomnia,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,sd+w+dt,WL,control,3,22,0,*,*,*,17.05,4.95,22,*,*,*,15.27,3.73,22,ISI,0,0,71.72,9.35,22,380.48,66.31,22,39.48,32.5,22,47.25,33.12,22,*,*,*,*,*,*,*,*,*,*,*,*,0,S
